,portfolio_n,asset,price_bop,price_eop,proportion,returns
419,11,SANDBTC,0.00001203,0.00001210,0.0172263036621304,
420,11,SRMBTC,0.00012160,0.00012230,0.0018708250298262426,
421,11,DGBBTC,0.00000083,0.00000082,0.0022133212551296026,
422,11,COSBTC,0.00000038,0.00000037,0.08665461565236265,
423,11,PIVXBTC,0.00001249,0.00001243,0.02512385053186603,
424,11,MANABTC,0.00001228,0.00001240,0.05596696370322257,
425,11,AMBBTC,0.00000058,0.00000057,0.037688361647522324,
426,11,TRXBTC,0.00000163,0.00000163,0.06546436770923576,
427,11,IOTABTC,0.00002137,0.00002156,0.002182430244394029,
428,11,AKROBTC,0.00000050,0.00000049,0.0052521166916434546,
429,11,IDEXBTC,0.00000498,0.00000496,0.10439326043263643,
430,11,FTTBTC,0.00093760,0.00093950,0.0053536197021954125,
431,11,XTZBTC,0.00011239,0.00011334,0.029678550865728005,
432,11,ATOMBTC,0.00054370,0.00054230,0.009064454509675399,
433,11,FETBTC,0.00001173,0.00001188,0.03512081899370153,
434,11,SCBTC,0.00000030,0.00000030,0.05397909302874509,
435,11,BTSBTC,0.00000082,0.00000082,0.04864332049634408,
436,11,WAVESBTC,0.00049590,0.00049790,0.06955241900774263,
437,11,RADBTC,0.00020580,0.00020940,0.0031407670177068373,
438,11,AVABTC,0.00004800,0.00004794,0.0814637512775297,
439,11,TKOBTC,0.00003266,0.00003244,0.065996507479882,
440,11,DOTBTC,0.00066000,0.00067720,0.0950786923025126,
441,11,QSPBTC,0.00000099,0.00000097,0.025056556343755306,
442,11,RAREBTC,0.00003137,0.00003068,0.005218608335340933,
443,11,MITHBTC,0.00000081,0.00000080,0.07328403733476187,
444,11,RSRBTC,0.00000055,0.00000055,0.008339313183274211,
445,11,YOYOBTC,0.00000041,0.00000039,0.1184321561091749,
446,11,YGGBTC,0.00010870,0.00010990,0.01042195464375274,
447,11,MBOXBTC,0.00007303,0.00007377,0.08147971483585502,
448,11,CLVBTC,0.00001964,0.00001953,0.027550407115337117,
449,11,SUPERBTC,0.00001165,0.00001165,0.10794608224954665,
450,11,UNIBTC,0.00042250,0.00042670,0.012404749574454954,
451,11,BELBTC,0.00004464,0.00004454,0.06409665939989642,
452,11,JSTBTC,0.00000126,0.00000126,0.033809965496785235,
453,11,SNXBTC,0.00015950,0.00016090,0.005735223858176082,
454,11,MDTBTC,0.00000072,0.00000069,0.009906357378445647,
455,11,LINKBTC,0.00043550,0.00044150,0.016167055112227564,
456,12,ALPACABTC,0.00001571,0.00001566,0.05406379553878589,
457,12,MDXBTC,0.00002165,0.00002160,0.0022030948665582497,
458,12,CAKEBTC,0.00032140,0.00032030,0.051529623324365614,
459,12,REEFBTC,0.00000044,0.00000043,0.0583025556884228,
460,12,GOBTC,0.00000054,0.00000053,0.029242837417653256,
461,12,NASBTC,0.00000670,0.00000660,0.014891110611982566,
462,12,QLCBTC,0.00000056,0.00000055,0.00969113924987263,
463,12,XVGBTC,0.00000042,0.00000041,0.0541859751455534,
464,12,FUNBTC,0.00000035,0.00000033,0.010162325497596832,
465,12,QTUMBTC,0.00020860,0.00020930,0.009651231770514364,
466,12,C98BTC,0.00005798,0.00005767,0.012579875211506376,
467,12,LINABTC,0.00000086,0.00000084,0.032274168449970594,
468,12,STMXBTC,0.00000051,0.00000050,0.01611797768491706,
469,12,TCTBTC,0.00000052,0.00000051,0.1218551342397571,
470,12,PHBBTC,0.00000017,0.00000016,0.11750724065344659,
471,12,QKCBTC,0.00000051,0.00000051,0.12499164302065484,
472,12,CNDBTC,0.00000028,0.00000027,0.010161424574993881,
473,12,VIBBTC,0.00000091,0.00000090,0.09169118158196987,
474,12,MTHBTC,0.00000064,0.00000063,0.006660137073902243,
475,12,BAKEBTC,0.00003414,0.00003417,0.006903214451160382,
476,12,CKBBTC,0.00000027,0.00000027,0.1430045218219057,
477,12,CELOBTC,0.00009560,0.00009563,0.0076357054530195685,
478,12,VIDTBTC,0.00001642,0.00001631,0.07091833991205303,
479,12,AVAXBTC,0.00091580,0.00091450,0.025551618035597363,
480,12,LUNABTC,0.00060500,0.00060450,0.06483417579581828,
481,12,SANDBTC,0.00001202,0.00001204,0.0172263036621304,
482,12,SRMBTC,0.00012180,0.00012220,0.0018708250298262426,
483,12,DGBBTC,0.00000083,0.00000082,0.0022133212551296026,
484,12,COSBTC,0.00000037,0.00000037,0.08665461565236265,
485,12,PIVXBTC,0.00001241,0.00001235,0.02512385053186603,
486,12,MANABTC,0.00001231,0.00001232,0.05596696370322257,
487,12,AMBBTC,0.00000058,0.00000057,0.037688361647522324,
488,12,TRXBTC,0.00000162,0.00000161,0.06546436770923576,
489,12,IOTABTC,0.00002129,0.00002130,0.002182430244394029,
490,12,AKROBTC,0.00000050,0.00000049,0.10483297828110454,
491,12,IDEXBTC,0.00000522,0.00000504,0.10439326043263643,
492,12,FTTBTC,0.00093960,0.00093320,0.0053536197021954125,
493,12,XTZBTC,0.00011195,0.00011253,0.029678550865728005,
494,12,ATOMBTC,0.00053800,0.00053990,0.009064454509675399,
495,12,FETBTC,0.00001170,0.00001177,0.03512081899370153,
496,12,SCBTC,0.00000031,0.00000030,0.05397909302874509,
497,12,BTSBTC,0.00000081,0.00000080,0.11537460588940217,
498,12,WAVESBTC,0.00049490,0.00049580,0.15338244960959393,
499,12,RADBTC,0.00020920,0.00020550,0.0031407670177068373,
500,12,AVABTC,0.00004806,0.00004792,0.04901646064867231,
501,12,TKOBTC,0.00003211,0.00003217,0.065996507479882,
502,12,DOTBTC,0.00067890,0.00068510,0.0950786923025126,
503,12,QSPBTC,0.00000098,0.00000096,0.025056556343755306,
504,12,RAREBTC,0.00003089,0.00003040,0.0011962626403875679,
505,12,MITHBTC,0.00000081,0.00000079,0.07328403733476187,
506,12,RSRBTC,0.00000055,0.00000054,0.008339313183274211,
507,12,YOYOBTC,0.00000040,0.00000039,0.1184321561091749,
508,12,YGGBTC,0.00010820,0.00010700,0.01042195464375274,
509,12,MBOXBTC,0.00007311,0.00007303,0.08147971483585502,
510,12,CLVBTC,0.00001939,0.00001935,0.027550407115337117,
511,12,SUPERBTC,0.00001154,0.00001154,0.10794608224954665,
512,12,UNIBTC,0.00042100,0.00042180,0.012404749574454954,
513,12,BELBTC,0.00004397,0.00004401,0.06409665939989642,
514,12,JSTBTC,0.00000126,0.00000125,0.033809965496785235,
515,12,SNXBTC,0.00015920,0.00015940,0.005735223858176082,
516,12,MDTBTC,0.00000070,0.00000069,0.009906357378445647,
517,12,LINKBTC,0.00043810,0.00043830,0.016167055112227564,
518,13,ALPACABTC,0.00001580,0.00001579,0.08598956378784552,
519,13,MDXBTC,0.00002162,0.00002158,0.0022030948665582497,
520,13,CAKEBTC,0.00032190,0.00032410,0.051529623324365614,
521,13,REEFBTC,0.00000044,0.00000044,0.0583025556884228,
522,13,GOBTC,0.00000054,0.00000053,0.002588072677196665,
523,13,NASBTC,0.00000670,0.00000660,0.0832581881513587,
524,13,QLCBTC,0.00000056,0.00000055,0.00969113924987263,
525,13,XVGBTC,0.00000042,0.00000041,0.024236679133512892,
526,13,FUNBTC,0.00000034,0.00000033,0.0032928247706570457,
527,13,QTUMBTC,0.00021020,0.00020920,0.009651231770514364,
528,13,C98BTC,0.00005794,0.00005798,0.012579875211506376,
529,13,LINABTC,0.00000085,0.00000084,0.032274168449970594,
530,13,STMXBTC,0.00000052,0.00000051,0.02810439220389749,
531,13,TCTBTC,0.00000052,0.00000051,0.07682031723001971,
532,13,PHBBTC,0.00000017,0.00000015,0.018861737904552235,
533,13,QKCBTC,0.00000052,0.00000051,0.018358320496628673,
534,13,CNDBTC,0.00000028,0.00000027,0.010161424574993881,
535,13,VIBBTC,0.00000091,0.00000090,0.022645077777132608,
536,13,MTHBTC,0.00000064,0.00000063,2.4109584763182564e-05,
537,13,BAKEBTC,0.00003434,0.00003443,0.006903214451160382,
538,13,CKBBTC,0.00000027,0.00000025,0.08661952445785555,
539,13,CELOBTC,0.00009598,0.00009606,0.09759415343405688,
540,13,VIDTBTC,0.00001633,0.00001630,0.07091833991205303,
541,13,AVAXBTC,0.00091480,0.00091540,0.025551618035597363,
542,13,LUNABTC,0.00060840,0.00061050,0.06483417579581828,
543,13,SANDBTC,0.00001212,0.00001215,0.027682910705652167,
544,13,SRMBTC,0.00012280,0.00012330,0.08422519387221693,
545,13,DGBBTC,0.00000083,0.00000082,0.023705028506980433,
546,13,COSBTC,0.00000038,0.00000036,0.086530559264595,
547,13,PIVXBTC,0.00001238,0.00001226,0.02512385053186603,
548,13,MANABTC,0.00001236,0.00001242,0.05596696370322257,
549,13,AMBBTC,0.00000058,0.00000057,0.042817777523141656,
550,13,TRXBTC,0.00000162,0.00000162,0.06546436770923576,
551,13,IOTABTC,0.00002130,0.00002133,0.002182430244394029,
552,13,AKROBTC,0.00000050,0.00000050,0.07221925592298671,
553,13,IDEXBTC,0.00000506,0.00000502,0.10439326043263643,
554,13,FTTBTC,0.00093230,0.00092810,0.0053536197021954125,
555,13,XTZBTC,0.00011278,0.00011322,0.0020309057375186117,
556,13,ATOMBTC,0.00054080,0.00054720,0.009064454509675399,
557,13,FETBTC,0.00001177,0.00001192,0.03512081899370153,
558,13,SCBTC,0.00000031,0.00000030,0.05397909302874509,
559,13,BTSBTC,0.00000081,0.00000080,0.022879642386157546,
560,13,WAVESBTC,0.00049660,0.00049850,0.15338244960959393,
561,13,RADBTC,0.00020710,0.00020820,0.0031407670177068373,
562,13,AVABTC,0.00004798,0.00004804,0.0010213727334836868,
563,13,TKOBTC,0.00003235,0.00003210,0.065996507479882,
564,13,DOTBTC,0.00067960,0.00070600,0.0950786923025126,
565,13,QSPBTC,0.00000098,0.00000097,0.025614930750563356,
566,13,RAREBTC,0.00003079,0.00002985,0.0025336664517071057,
567,13,MITHBTC,0.00000080,0.00000080,0.07328403733476187,
568,13,RSRBTC,0.00000056,0.00000056,0.008339313183274211,
569,13,YOYOBTC,0.00000040,0.00000038,0.1184321561091749,
570,13,YGGBTC,0.00010750,0.00010740,0.021079121485034574,
571,13,MBOXBTC,0.00007324,0.00007319,0.08147971483585502,
572,13,CLVBTC,0.00001943,0.00001944,0.027550407115337117,
573,13,SUPERBTC,0.00001159,0.00001159,0.10794608224954665,
574,13,UNIBTC,0.00042190,0.00042100,0.0323825393222749,
575,13,BELBTC,0.00004417,0.00004426,0.06409665939989642,
576,13,JSTBTC,0.00000126,0.00000126,0.033809965496785235,
577,13,SNXBTC,0.00016010,0.00016070,0.005735223858176082,
578,13,MDTBTC,0.00000070,0.00000069,0.009906357378445647,
579,13,LINKBTC,0.00043830,0.00043910,0.016167055112227564,
580,13,MDABTC,0.00001259,0.00001260,0.00688413372821007,
581,14,ALPACABTC,0.00001584,0.00001527,0.08598956378784552,
582,14,MDXBTC,0.00002162,0.00002132,0.0022030948665582497,
583,14,CAKEBTC,0.00032480,0.00032060,0.038701284216349094,
584,14,REEFBTC,0.00000045,0.00000043,0.0583025556884228,
585,14,GOBTC,0.00000054,0.00000053,0.012613836959282752,
586,14,NASBTC,0.00000680,0.00000650,0.06907199333121927,
587,14,QLCBTC,0.00000056,0.00000055,0.00969113924987263,
588,14,XVGBTC,0.00000042,0.00000040,0.10336898714116853,
589,14,FUNBTC,0.00000034,0.00000033,0.02204131103552593,
590,14,QTUMBTC,0.00020980,0.00020760,0.006252396643121078,
591,14,C98BTC,0.00005844,0.00005790,0.012579875211506376,
592,14,LINABTC,0.00000085,0.00000084,0.032274168449970594,
593,14,STMXBTC,0.00000052,0.00000051,0.03590955350922148,
594,14,TCTBTC,0.00000052,0.00000050,0.07682031723001971,
595,14,PHBBTC,0.00000016,0.00000015,0.10459652280228769,
596,14,QKCBTC,0.00000052,0.00000051,0.018358320496628673,
597,14,CNDBTC,0.00000028,0.00000026,0.010161424574993881,
598,14,VIBBTC,0.00000091,0.00000090,0.029314733610976335,
599,14,MTHBTC,0.00000064,0.00000063,0.0019181912987135457,
600,14,BAKEBTC,0.00003463,0.00003419,0.006903214451160382,
601,14,CKBBTC,0.00000027,0.00000026,0.10742303480134191,
602,14,CELOBTC,0.00009562,0.00009545,0.02196160728037426,
603,14,VIDTBTC,0.00001641,0.00001631,0.008896515791542417,
604,14,AVAXBTC,0.00091830,0.00091280,0.025551618035597363,
605,14,LUNABTC,0.00061430,0.00060130,0.06483417579581828,
606,14,SANDBTC,0.00001222,0.00001209,0.027682910705652167,
607,14,SRMBTC,0.00012380,0.00012310,0.08422519387221693,
608,14,DGBBTC,0.00000083,0.00000081,0.041561049084297516,
609,14,COSBTC,0.00000037,0.00000036,0.086530559264595,
610,14,PIVXBTC,0.00001226,0.00001216,0.04279606877041772,
611,14,MANABTC,0.00001246,0.00001232,0.05596696370322257,
612,14,AMBBTC,0.00000058,0.00000057,0.002091126977712031,
613,14,TRXBTC,0.00000163,0.00000161,0.06546436770923576,
614,14,IOTABTC,0.00002137,0.00002118,0.002182430244394029,
615,14,AKROBTC,0.00000051,0.00000049,0.09412142999540811,
616,14,IDEXBTC,0.00000500,0.00000494,0.10439326043263643,
617,14,FTTBTC,0.00092880,0.00092920,0.0053536197021954125,
618,14,XTZBTC,0.00011350,0.00011160,0.04010759708080245,
619,14,ATOMBTC,0.00054790,0.00053980,0.009064454509675399,
620,14,FETBTC,0.00001193,0.00001199,0.03512081899370153,
621,14,SCBTC,0.00000031,0.00000030,0.05397909302874509,
622,14,BTSBTC,0.00000081,0.00000079,0.09832572785031576,
623,14,WAVESBTC,0.00049980,0.00049280,0.15338244960959393,
624,14,RADBTC,0.00020960,0.00020710,0.0031407670177068373,
625,14,AVABTC,0.00004818,0.00004860,0.0010213727334836868,
626,14,TKOBTC,0.00003221,0.00003175,0.065996507479882,
627,14,DOTBTC,0.00071620,0.00069440,0.0950786923025126,
628,14,QSPBTC,0.00000098,0.00000096,0.025614930750563356,
629,14,RAREBTC,0.00003074,0.00003041,0.010700712178720113,
630,14,MITHBTC,0.00000081,0.00000078,0.07328403733476187,
631,14,RSRBTC,0.00000057,0.00000055,0.008339313183274211,
632,14,YOYOBTC,0.00000039,0.00000038,0.03003759317317237,
633,14,YGGBTC,0.00010810,0.00010750,0.021079121485034574,
634,14,MBOXBTC,0.00007424,0.00007277,0.08147971483585502,
635,14,CLVBTC,0.00001969,0.00001972,0.027550407115337117,
636,14,SUPERBTC,0.00001160,0.00001142,0.10794608224954665,
637,14,UNIBTC,0.00042230,0.00041820,0.0323825393222749,
638,14,BELBTC,0.00004449,0.00004375,0.06409665939989642,
639,14,JSTBTC,0.00000127,0.00000124,0.033809965496785235,
640,14,SNXBTC,0.00016190,0.00015960,0.005735223858176082,
641,14,MDTBTC,0.00000070,0.00000068,0.009906357378445647,
642,14,LINKBTC,0.00044090,0.00043920,0.016167055112227564,
643,14,MDABTC,0.00001260,0.00001255,0.00688413372821007,
644,14,EZBTC,0.00008370,0.00008340,0.013785261599490858,
645,14,BCDBTC,0.00003815,0.00003815,0.06440346486853883,
646,15,ALPACABTC,0.00001531,0.00001527,0.08598956378784552,
647,15,MDXBTC,0.00002129,0.00002125,0.02287020065578749,
648,15,CAKEBTC,0.00031940,0.00032060,0.018531323866800245,
649,15,REEFBTC,0.00000044,0.00000043,0.0583025556884228,
650,15,GOBTC,0.00000054,0.00000053,0.030997641331041364,
651,15,NASBTC,0.00000660,0.00000650,0.06907199333121927,
652,15,QLCBTC,0.00000056,0.00000056,0.00969113924987263,
653,15,XVGBTC,0.00000041,0.00000040,0.07885111266383125,
654,15,FUNBTC,0.00000034,0.00000033,0.0009820862003936091,
655,15,QTUMBTC,0.00020740,0.00020600,0.006252396643121078,
656,15,C98BTC,0.00005758,0.00005710,0.012579875211506376,
657,15,LINABTC,0.00000085,0.00000084,0.03849440563485566,
658,15,STMXBTC,0.00000051,0.00000050,0.03218336184629699,
659,15,TCTBTC,0.00000051,0.00000050,0.057749966078442926,
660,15,PHBBTC,0.00000016,0.00000015,0.04535391798850715,
661,15,QKCBTC,0.00000052,0.00000050,0.08869472481796498,
662,15,CNDBTC,0.00000027,0.00000026,0.010161424574993881,
663,15,VIBBTC,0.00000091,0.00000090,0.015163596560742822,
664,15,MTHBTC,0.00000063,0.00000061,0.044265079474929483,
665,15,BAKEBTC,0.00003417,0.00003433,0.006903214451160382,
666,15,CKBBTC,0.00000027,0.00000026,0.010177062841690473,
667,15,CELOBTC,0.00009509,0.00009422,0.02196160728037426,
668,15,VIDTBTC,0.00001630,0.00001624,0.08684115926712803,
669,15,AVAXBTC,0.00090810,0.00090380,0.025551618035597363,
670,15,LUNABTC,0.00059790,0.00059790,0.041156759113246524,
671,15,SANDBTC,0.00001205,0.00001204,0.027682910705652167,
672,15,SRMBTC,0.00012280,0.00012220,0.0034793302158180554,
673,15,DGBBTC,0.00000082,0.00000081,0.00030993364755651115,
674,15,COSBTC,0.00000036,0.00000035,0.086530559264595,
675,15,PIVXBTC,0.00001213,0.00001205,0.04279606877041772,
676,15,MANABTC,0.00001230,0.00001229,0.05596696370322257,
677,15,AMBBTC,0.00000058,0.00000057,0.002091126977712031,
678,15,TRXBTC,0.00000161,0.00000161,0.06546436770923576,
679,15,IOTABTC,0.00002114,0.00002111,0.002182430244394029,
680,15,AKROBTC,0.00000050,0.00000049,0.05777750560101715,
681,15,IDEXBTC,0.00000493,0.00000495,0.10439326043263643,
682,15,FTTBTC,0.00092690,0.00092190,0.07164939194300698,
683,15,XTZBTC,0.00011149,0.00011133,0.04010759708080245,
684,15,ATOMBTC,0.00053940,0.00053420,0.009064454509675399,
685,15,FETBTC,0.00001184,0.00001190,0.03512081899370153,
686,15,SCBTC,0.00000031,0.00000030,0.05397909302874509,
687,15,BTSBTC,0.00000080,0.00000079,0.04973333939111911,
688,15,WAVESBTC,0.00049180,0.00048980,0.15338244960959393,
689,15,RADBTC,0.00020590,0.00020410,0.0031407670177068373,
690,15,AVABTC,0.00004870,0.00004755,0.0010213727334836868,
691,15,TKOBTC,0.00003174,0.00003177,0.065996507479882,
692,15,DOTBTC,0.00069360,0.00069420,0.0950786923025126,
693,15,QSPBTC,0.00000097,0.00000095,0.028759785276267373,
694,15,RAREBTC,0.00003026,0.00003059,0.010700712178720113,
695,15,MITHBTC,0.00000079,0.00000078,0.032053539390400204,
696,15,RSRBTC,0.00000056,0.00000056,0.022719060079335628,
697,15,YOYOBTC,0.00000039,0.00000038,0.0021623430293606347,
698,15,YGGBTC,0.00010700,0.00010810,0.021079121485034574,
699,15,MBOXBTC,0.00007244,0.00007293,0.002078805119680367,
700,15,CLVBTC,0.00001988,0.00001981,0.027550407115337117,
701,15,SUPERBTC,0.00001138,0.00001140,0.10794608224954665,
702,15,UNIBTC,0.00041910,0.00042020,0.02204976259493056,
703,15,BELBTC,0.00004359,0.00004311,0.06409665939989642,
704,15,JSTBTC,0.00000125,0.00000124,0.033809965496785235,
705,15,SNXBTC,0.00015980,0.00015890,0.005735223858176082,
706,15,MDTBTC,0.00000069,0.00000068,0.009906357378445647,
707,15,LINKBTC,0.00043890,0.00043710,0.006853024544929733,
708,15,MDABTC,0.00001256,0.00001258,0.00688413372821007,
709,15,EZBTC,0.00008345,0.00008363,0.013785261599490858,
710,15,BCDBTC,0.00003841,0.00003809,0.06440346486853883,
711,15,TRUBTC,0.00000802,0.00000796,0.07038177946525782,
712,15,BANDBTC,0.00013290,0.00013370,0.00785317482403732,
713,15,POABTC,0.00000061,0.00000060,0.009826826535623678,
714,16,ALPACABTC,0.00001552,0.00001547,0.08598956378784552,
715,16,MDXBTC,0.00002129,0.00002136,0.02287020065578749,
716,16,CAKEBTC,0.00032230,0.00032300,0.0481248556555527,
717,16,REEFBTC,0.00000043,0.00000043,0.0583025556884228,
718,16,GOBTC,0.00000054,0.00000053,0.008427629733996106,
719,16,NASBTC,0.00000660,0.00000650,0.06907199333121927,
720,16,QLCBTC,0.00000057,0.00000055,0.00969113924987263,
721,16,XVGBTC,0.00000041,0.00000040,0.001746192567867428,
722,16,FUNBTC,0.00000034,0.00000033,0.05001384973791652,
723,16,QTUMBTC,0.00020790,0.00020750,0.006252396643121078,
724,16,C98BTC,0.00005747,0.00005759,0.012579875211506376,
725,16,LINABTC,0.00000085,0.00000084,0.03849440563485566,
726,16,STMXBTC,0.00000051,0.00000050,0.03218336184629699,
727,16,TCTBTC,0.00000051,0.00000051,0.057749966078442926,
728,16,PHBBTC,0.00000016,0.00000015,0.0636277763144423,
729,16,QKCBTC,0.00000051,0.00000050,0.07898953476224442,
730,16,CNDBTC,0.00000027,0.00000026,0.010161424574993881,
731,16,VIBBTC,0.00000092,0.00000091,0.015163596560742822,
732,16,MTHBTC,0.00000061,0.00000061,0.01064902692169441,
733,16,BAKEBTC,0.00003443,0.00003439,0.006903214451160382,
734,16,CKBBTC,0.00000027,0.00000026,0.10452440746703404,
735,16,CELOBTC,0.00009488,0.00009507,0.02196160728037426,
736,16,VIDTBTC,0.00001638,0.00001651,0.08684115926712803,
737,16,AVAXBTC,0.00090940,0.00090760,0.025551618035597363,
738,16,LUNABTC,0.00060130,0.00060220,0.005608724439973021,
739,16,SANDBTC,0.00001213,0.00001210,0.027682910705652167,
740,16,SRMBTC,0.00012230,0.00012190,0.0034793302158180554,
741,16,DGBBTC,0.00000082,0.00000081,0.06562310439439331,
742,16,COSBTC,0.00000036,0.00000035,0.086530559264595,
743,16,PIVXBTC,0.00001202,0.00001214,0.01541326966817533,
744,16,MANABTC,0.00001236,0.00001233,0.020601863847680937,
745,16,AMBBTC,0.00000058,0.00000057,0.002091126977712031,
746,16,TRXBTC,0.00000162,0.00000161,0.06546436770923576,
747,16,IOTABTC,0.00002120,0.00002115,0.002182430244394029,
748,16,AKROBTC,0.00000050,0.00000049,0.02628171927958429,
749,16,IDEXBTC,0.00000497,0.00000500,0.10439326043263643,
750,16,FTTBTC,0.00092650,0.00092680,0.07711813135747606,
751,16,XTZBTC,0.00011267,0.00011200,0.04010759708080245,
752,16,ATOMBTC,0.00053590,0.00053710,0.009064454509675399,
753,16,FETBTC,0.00001190,0.00001219,0.03512081899370153,
754,16,SCBTC,0.00000031,0.00000030,0.1040957632245414,
755,16,BTSBTC,0.00000080,0.00000080,0.0338127055815096,
756,16,WAVESBTC,0.00049370,0.00049240,0.15338244960959393,
757,16,RADBTC,0.00020560,0.00020580,0.0031407670177068373,
758,16,AVABTC,0.00004791,0.00004784,0.019519979792042435,
759,16,TKOBTC,0.00003203,0.00003204,0.065996507479882,
760,16,DOTBTC,0.00069940,0.00070830,0.0950786923025126,
761,16,QSPBTC,0.00000097,0.00000096,0.028759785276267373,
762,16,RAREBTC,0.00003041,0.00003079,0.0013355007159914266,
763,16,MITHBTC,0.00000080,0.00000079,0.032053539390400204,
764,16,RSRBTC,0.00000057,0.00000056,0.00014531490077856712,
765,16,YOYOBTC,0.00000039,0.00000038,0.07454876009064584,
766,16,YGGBTC,0.00010900,0.00010860,0.029141062682091243,
767,16,MBOXBTC,0.00007313,0.00007307,0.09355689088148583,
768,16,CLVBTC,0.00002004,0.00002017,0.027550407115337117,
769,16,SUPERBTC,0.00001141,0.00001144,0.10794608224954665,
770,16,UNIBTC,0.00042250,0.00042140,0.02204976259493056,
771,16,BELBTC,0.00004318,0.00004287,0.06409665939989642,
772,16,JSTBTC,0.00000125,0.00000124,0.033809965496785235,
773,16,SNXBTC,0.00015980,0.00015990,0.005735223858176082,
774,16,MDTBTC,0.00000069,0.00000069,0.009906357378445647,
775,16,LINKBTC,0.00044020,0.00043850,0.006853024544929733,
776,16,MDABTC,0.00001256,0.00001258,0.00688413372821007,
777,16,EZBTC,0.00008379,0.00008278,0.013785261599490858,
778,16,BCDBTC,0.00003855,0.00003836,0.06440346486853883,
779,16,TRUBTC,0.00000801,0.00000794,0.07038177946525782,
780,16,BANDBTC,0.00013450,0.00013350,0.00785317482403732,
781,16,POABTC,0.00000061,0.00000062,0.06709393598288267,
782,17,ALPACABTC,0.00001553,0.00001545,0.08598956378784552,
783,17,MDXBTC,0.00002137,0.00002130,0.1569443749785015,
784,17,CAKEBTC,0.00032300,0.00032330,0.0481248556555527,
785,17,REEFBTC,0.00000044,0.00000043,0.0583025556884228,
786,17,GOBTC,0.00000054,0.00000053,0.018577341456505227,
787,17,NASBTC,0.00000660,0.00000660,0.06907199333121927,
788,17,QLCBTC,0.00000057,0.00000055,0.00969113924987263,
789,17,XVGBTC,0.00000041,0.00000040,0.010095952962047437,
790,17,FUNBTC,0.00000034,0.00000033,0.004697138041237488,
791,17,QTUMBTC,0.00020770,0.00020660,0.006252396643121078,
792,17,C98BTC,0.00005766,0.00005742,0.012579875211506376,
793,17,LINABTC,0.00000085,0.00000085,0.03849440563485566,
794,17,STMXBTC,0.00000051,0.00000050,0.05276395872545865,
795,17,TCTBTC,0.00000052,0.00000051,0.008006191583006927,
796,17,PHBBTC,0.00000016,0.00000015,0.1247487232775701,
797,17,QKCBTC,0.00000051,0.00000050,0.16675306339691798,
798,17,CNDBTC,0.00000027,0.00000026,0.010161424574993881,
799,17,VIBBTC,0.00000092,0.00000091,0.015163596560742822,
800,17,MTHBTC,0.00000062,0.00000060,0.10347598662374122,
801,17,BAKEBTC,0.00003433,0.00003409,0.006903214451160382,
802,17,CKBBTC,0.00000027,0.00000025,0.15040508862277963,
803,17,CELOBTC,0.00009540,0.00009559,0.07431691465049077,
804,17,VIDTBTC,0.00001660,0.00001651,0.08684115926712803,
805,17,AVAXBTC,0.00090840,0.00091730,0.025551618035597363,
806,17,LUNABTC,0.00060270,0.00060120,0.005608724439973021,
807,17,SANDBTC,0.00001211,0.00001208,0.027682910705652167,
808,17,SRMBTC,0.00012210,0.00012220,0.0034793302158180554,
809,17,DGBBTC,0.00000082,0.00000081,0.06562310439439331,
810,17,COSBTC,0.00000036,0.00000036,0.0018674030431166018,
811,17,PIVXBTC,0.00001219,0.00001203,0.01541326966817533,
812,17,MANABTC,0.00001236,0.00001235,0.020601863847680937,
813,17,AMBBTC,0.00000058,0.00000057,0.002091126977712031,
814,17,TRXBTC,0.00000162,0.00000160,0.06546436770923576,
815,17,IOTABTC,0.00002119,0.00002109,0.002182430244394029,
816,17,AKROBTC,0.00000050,0.00000050,0.0019497672364960682,
817,17,IDEXBTC,0.00000499,0.00000500,0.10439326043263643,
818,17,FTTBTC,0.00092840,0.00092810,0.0030223684317577906,
819,17,XTZBTC,0.00011183,0.00011160,0.04010759708080245,
820,17,ATOMBTC,0.00053710,0.00053850,0.009064454509675399,
821,17,FETBTC,0.00001224,0.00001227,0.049277528427528576,
822,17,SCBTC,0.00000031,0.00000030,0.051678300446607955,
823,17,BTSBTC,0.00000081,0.00000080,0.0338127055815096,
824,17,WAVESBTC,0.00049250,0.00049330,0.15338244960959393,
825,17,RADBTC,0.00020750,0.00020980,0.0031407670177068373,
826,17,AVABTC,0.00004796,0.00004818,0.019519979792042435,
827,17,TKOBTC,0.00003218,0.00003229,0.065996507479882,
828,17,DOTBTC,0.00070710,0.00070530,0.0950786923025126,
829,17,QSPBTC,0.00000097,0.00000097,0.028759785276267373,
830,17,RAREBTC,0.00003090,0.00003060,0.0013355007159914266,
831,17,MITHBTC,0.00000080,0.00000079,0.032053539390400204,
832,17,RSRBTC,0.00000057,0.00000056,0.00014531490077856712,
833,17,YOYOBTC,0.00000039,0.00000038,0.021170123790626962,
834,17,YGGBTC,0.00011030,0.00010890,0.029141062682091243,
835,17,MBOXBTC,0.00007311,0.00007294,0.09355689088148583,
836,17,CLVBTC,0.00002019,0.00002032,0.027550407115337117,
837,17,SUPERBTC,0.00001146,0.00001142,0.10794608224954665,
838,17,UNIBTC,0.00042140,0.00042070,0.02204976259493056,
839,17,BELBTC,0.00004291,0.00004270,0.06409665939989642,
840,17,JSTBTC,0.00000125,0.00000123,0.033809965496785235,
